16666666
102084585155	102114070667	102095913348
102103776465	102131054413	102113914789
102121266806	102148088098	102121163510
102137541243	102164143003	102148024036
102153128092	102180175085	102163947881
102169344558	102196188398	102179924837
102186502851	102214154236	102195950009
102202490162	102229879993	102214022695
102219935343	102247861162	102229799685
102237789980	102264193321	102247733001
102254546527	102280104546	102263957910
102269319394	102295971871	102279920165
102286177179	102314196287	102295893884
102303936479	102328941736	102314030481
102318120317	102346189457	102328768744
102333240255	102364056436	102335879103
102353747209	102380067908	102363982195
102369177647	102396081624	102379914043
102386020580	102411983841	102395907516
102401402858	102429082042	102411876240
102417189361	102446088793	102419343626
102434397096	102463045155	102445947843
102451777927	102480032147	102462961164
102469768213	102497083499	102479919498
102487024131	102515151322	102496916933
102504984518	102530228373	102514996436
102520175531	102546207357	102530033374
102535827951	102563092039	102545993269
102551023398	102579083311	102554307834
102567944665	102596962942	102578897419
102586961932	102613027457	102596904107
102603366599	102628911545	102612968182
102617916479	102645958320	102628842004
102634734771	102662989392	102645893647
102652943515	102683094294	102662906561
102673460654	102700108207	102683013152
102688838365	102716861376	102700027913
102705797119	102734533935	102716802540
102724285470	102750111998	102734874451
102739745930	102766197256	102750593464
102755923732	102781995315	102765995850
102771265816	102797028197	102781865943
102787261567	102811916289	102796988522
102802069838	102828935497	102811886934
102816763780	102845071898	102818879490
102833562332	102861878907	102835423070
102849799598	102878913498	102852222249
102867092328	102895887984	102868850988
102884203439	102911909701	102895833760
102901681020	102928936869	102911840586
102916295477	102944944787	102918954217
102932953507	102961882572	102935466769
102950251772	102978878024	102952265427
102966819766	102994840634	102978818479
102984337205	103011862724	102994793897
103000224647	103028802718	103002062602
103016880632	103044964146	103018896373
103033436619	103061974597	103044914147
103050264612	103079049636	103052131212
103066641212	103094860156	103068967207
103084657371	103111911332	103094807389
103100609789	103128873721	103111859092
103115805511	103144966833	103118799566
103133079655	103161838711	103135471564
103149419417	103178887045	103152278777
103167184965	103194762855	103168869064
103184451992	103211986617	103194731291
103199676279	103227805794	103211952936
103216761130	103245843550	103218649550
103233143048	103261785228	103236104187
103250613484	103277836344	103261756039
103267005146	103294871161	103268581263
103283205466	103311872364	103294842525
103300429449	103327876330	103302073455
103315937514	103344880857	103327847074
103332089269	103361824693	103335259413
103349593221	103378846945	103352141496
103367298806	103394864528	103368754173
103383752792	103411932467	103394835033
103400167651	103428988128	103402084574
103417053388	103444935588	103418860266
103434320538	103461910137	103444902253
103449770882	103478839679	103452111237
103466786753	103494952455	103468824731
103484289998	103511926592	103494922070
103499784403	103528892527	103511892455
103515996193	103544925289	103528853145
103533527254	103561989481	103535408157
103549876877	103578933639	103552045802
103566912851	103595855343	103578906023
103585210686	103611884740	103595823272
103601029510	103628782748	103611851648
103616376530	103644856479	103618942251
103633226736	103661903846	103635545660
103649266400	103678978740	103652274702
103666863847	103694938347	103668816522
103684178064	103711897115	103694905351
103699812183	103728942891	103711859669
103716485714	103744898719	103728911438
103733630871	103761870971	103735469228
103749979231	103777792925	103752128056
103766772253	103794736892	103768669030
103783177567	103811829225	103794700052
103799980137	103829015071	103802278129
103818960961	103844821902	103828983935
103833237925	103861884584	103835317960
103849347253	103878886536	103852241936
103866791868	103894922948	103868710466
103883934569	103911893568	103894891265
103900185084	103928848006	103911851376
103915819573	103944767714	103928819692
103934088073	103961855998	103944738227
103949665166	103978774201	103952015464
103966534096	103994783291	103968688328
103983739407	104011889310	103994755888
103999604037	104028873733	104002076258
104016799722	104045029759	104018721216
104033167135	104061857826	104035354116
104049835907	104078859133	104052194507
104066585260	104094879289	104068833705
104083824104	104111966297	104094838093
104100106247	104129015371	104111935509
104116317497	104144872272	104118814360
104132926730	104161961994	104135478063
104149279814	104177929615	104152402311
104167082047	104194943691	104168664886
104182950671	104212938813	104194856821

