16666666
5731028164145	5731055814321	5731038877226
5731044819117	5731072975692	5731046659351
5731061454125	5731089960615	5731072932622
5731078090846	5731105944123	5731089919984
5731095223178	5731122954440	5731105904841
5731110169471	5731138935129	5731112985186
5731127584421	5731155946550	5731129647762
5731144034120	5731173859293	5731146334594
5731161303195	5731194949736	5731173821985
5731185280734	5731224948448	5731196212728
5731200600319	5731241970038	5731210813240
5731230613188	5731257956931	5731241929140
5731248817561	5731272890675	5731257923473
5731263439578	5731289869495	5731272858738
5731277932015	5731305772387	5731289831054
5731294404417	5731322899356	5731305744996
5731310074598	5731339874675	5731313016401
5731327095180	5731355856376	5731329736075
5731344956576	5731372848072	5731355818807
5731361011052	5731393876597	5731372809971
5731384361848	5731408941797	5731394016503
5731399483336	5731424782686	5731408906116
5731414818425	5731439798944	5731424931336
5731430084307	5731455755624	5731439960756
5731444891990	5731472986140	5731455722565
5731462287396	5731488922675	5731472946183
5731478152567	5731505810390	5731488889334
5731493110449	5731522880085	5731505774856
5731510991009	5731538911047	5731512876626
5731527068305	5731555814268	5731529636936
5731543637482	5731572831509	5731546051535
5731561074713	5731592911704	5731572794731
5731583151931	5731607967528	5731593050738
5731598213911	5731622960552	5731608107518
5731613155643	5731638838119	5731623103629
5731628253157	5731656859190	5731638803419
5731646571486	5731672975798	5731656826398
5731662509995	5731688914056	5731672943329
5731678464982	5731705938100	5731688882417
5731692802588	5731722887885	5731696581163
5731711267743	5731740956699	5731722857136
5731730535767	5731756926793	5731741142973
5731745938641	5731772948071	5731756890679
5731761706294	5731788903551	5731772911722
5731778465199	5731805774651	5731788855637
5731792778423	5731823033963	5731805747802
5731810732272	5731838872434	5731822879196
5731827808486	5731855913994	5731838842284
5731844284163	5731873001382	5731846387760
5731861147281	5731889776380	5731872966614
5731877975646	5731906856997	5731879738401
5731895440056	5731922917301	5731906822523
5731912918559	5731939797230	5731922875117
5731928395860	5731955852706	5731939761293
5731944512848	5731972833057	5731946392875
5731961272255	5731993849941	5731972804932
5731983689378	5732008823408	5731993976685
5731999221812	5732023835112	5732008957527
5732013851979	5732038817600	5732023968981
5732028534691	5732055842201	5732038787417
5732043602290	5732072886426	5732048026273
5732061534837	5732093925857	5732072839469
5732084190611	5732108833185	5732094066390
5732099246864	5732122938385	5732108803616
5732112945580	5732138816046	5732122904646
5732128391152	5732155842930	5732138789225
5732143908649	5732172736232	5732146203396
5732160949516	5732189163360	5732162928963
5732178426498	5732205912419	5732189134005
5732193876836	5732222997609	5732205881888
5732211333627	5732238962870	5732222952825
5732228269449	5732255801261	5732238929107
5732244034700	5732272964276	5732246320702
5732261247267	5732288843628	5732272932645
5732277426953	5732305836892	5732279630701
5732294160482	5732322889894	5732305808076
5732310449122	5732339936792	5732312762540
5732328313406	5732355825571	5732339905404
5732345107402	5732372909975	5732346289478
5732361177506	5732388829080	5732372878023
5732377447172	5732405847994	5732379471355
5732394317557	5732422837898	5732405813748
5732411121813	5732438922482	5732422800938
5732428229067	5732455825617	5732438891025
5732444040145	5732476087032	5732446294637
5732461139511	5732493832362	5732476048542
5732483822467	5732518829252	5732493799756
5732499320655	5732532823299	5732508738019
5732519482012	5732555937182	5732533004945
5732537747842	5732576889638	5732547878058
5732561044911	5732593756005	5732576859540
5732584255617	5732608818129	5732593917025
5732599466443	5732622841882	5732608939719
5732613499868	5732638722196	5732622959286
5732627792454	5732655828009	5732638692749
5732644028964	5732672874248	5732646211244
5732661439630	5732693755794	5732672844925
5732683574582	5732708853937	5732693727881
5732699402118	5732732922464	5732708817450
5732713370106	5732747943031	5732722826583
5732733557244	5732773827139	5732748159387
5732752263456	5732789962725	5732761917932
5732779322495	5732805897807	5732789919155
5732794203653	5732822936043	5732796251637
5732811236085	5732838946022	5732822905775
5732827473036	5732855905946	5732829475069
5732844063337	5732875949615	5732846393691
5732865688475	5732890921276	5732876098585
5732881249274	5732907002920	5732890889486
5732895971482	5732922810133	5732906959571
5732912117487	5732938879479	5732922759027
5732927671785	5732955973489	5732929595253
5732944349537	5732972890269	5732946352595
5732961245392	5732989876631	5732972842482
5732978262724	5733005862931	5732989833500
5732995199992	5733022889699	5733005812544
5733010240049	5733040000614	5733013126610
5733027972944	5733056844133	5733029850577
5733045836508	5733072780779	5733056799812
5733061949060	5733088791809	5733072741476
5733078313107	5733105808017	5733088753583
5733093821251	5733123843772	5733105748285
5733113040174	5733140960923	5733123782971
5733131290702	5733158153655	5733141180533
5733148168617	5733172843474	5733158375042
5733163066346	5733188965336	5733173067783
5733178071012	5733205858904	5733188929123

